154,Angela James,45,Mature,NEW,0,2,110,5,5,2013-03-29,55,110,154
155,Megan Walker,44,Mature,NEW,0,1,2320,1,1,2013-01-10,2320,2320,156
156,Hunter Robinson,45,Mature,NEW,0,1,2320,1,1,2013-01-06,2320,2320,156
157,Maria Roberts,45,Mature,NEW,0,1,2390,4,4,2013-01-08,2390,2390,156
158,Hannah Long,46,Mature,NEW,2,2,41,3,3,2013-09-11,20,20,148
159,Jason Wright,45,Mature,NEW,0,1,2396,3,3,2013-01-19,2396,2396,156
160,Brianna Hughes,45,Mature,NEW,2,2,48,5,4,2013-11-07,24,24,146
161,Maurice Tang,47,Mature,NEW,0,1,2322,2,2,2013-02-21,2322,2322,155
162,Emily Wood,47,Mature,NEW,5,2,94,6,6,2013-11-11,47,18,146
163,Chase Cox,47,Mature,NEW,0,1,2330,2,2,2013-02-18,2330,2330,155
164,Gabriel Wang,46,Mature,NEW,3,2,46,4,4,2013-08-05,23,15,149
165,Devin Brooks,47,Mature,NEW,4,2,145,6,6,2013-08-05,72,36,149
166,Jocelyn Alexander,47,Mature,NEW,1,2,103,3,3,2013-06-05,51,103,151
167,Ashley Martinez,49,Mature,NEW,2,2,88,5,5,2013-12-06,44,44,145
168,Jasmine Barnes,48,Mature,NEW,10,2,3126,4,4,2013-11-28,1563,312,146
169,David Rodriguez,53,Senior Citizen,NEW,10,2,3136,7,7,2013-11-16,1568,313,146
170,Bryce Richardson,53,Senior Citizen,NEW,4,2,81,5,5,2013-09-24,40,20,148
171,Carol Howard,53,Senior Citizen,NEW,4,2,157,7,7,2013-12-29,78,39,145
172,Jonathan Hill,48,Mature,VIP,27,3,6716,8,8,2013-11-07,2238,248,146
173,Gabrielle Adams,53,Senior Citizen,NEW,8,2,129,7,6,2014-01-11,64,16,144
174,Sarah Thomas,53,Senior Citizen,NEW,9,2,103,3,3,2013-12-24,51,11,145
175,Nicholas Robinson,53,Senior Citizen,NEW,0,2,48,5,4,2013-07-25,24,48,150
176,Luis Wang,58,Senior Citizen,VIP,27,3,6710,8,8,2013-11-03,2236,248,146
177,Mason Roberts,47,Mature,NEW,11,28,1317,60,27,2014-01-27,47,119,144
178,Jose Flores,78,Senior Citizen,NEW,7,2,135,6,6,2013-10-14,67,19,147
179,Nathan Johnson,72,Senior Citizen,NEW,3,2,145,6,6,2013-05-26,72,48,152
180,Molly Rodriguez,67,Senior Citizen,NEW,10,2,125,6,6,2014-01-09,62,12,144
181,April Anand,78,Senior Citizen,NEW,6,2,138,6,6,2013-09-25,69,23,148
182,Devin Martin,66,Senior Citizen,NEW,2,2,41,3,3,2013-07-11,20,20,150
183,Stephanie Torres,76,Senior Citizen,NEW,5,2,81,5,5,2014-01-05,40,16,144
184,Jasmine Lee,76,Senior Citizen,NEW,2,2,46,4,4,2013-06-13,23,23,151
185,Meghan Hernandez,71,Senior Citizen,NEW,2,2,68,5,5,2013-10-09,34,34,147
186,Ashley Henderson,76,Senior Citizen,NEW,11,27,1616,68,29,2014-01-26,59,146,144
187,Sarah Price,77,Senior Citizen,NEW,3,2,41,3,3,2014-01-07,20,13,144
188,Jennifer Cooper,77,Senior Citizen,NEW,4,2,108,4,4,2013-08-06,54,27,149
189,Catherine Morris,76,Senior Citizen,NEW,2,2,81,5,5,2014-01-21,40,40,144
190,Lawrence Blanco,76,Senior Citizen,VIP,18,2,5944,6,6,2013-02-05,2972,330,155
191,Carson Bryant,77,Senior Citizen,NEW,5,2,46,4,4,2014-01-16,23,9,144
192,Kristi Perez,75,Senior Citizen,VIP,27,3,6743,7,7,2013-11-06,2247,249,146
193,James Brown,75,Senior Citizen,NEW,3,2,114,5,5,2013-09-25,57,38,148
194,Ian Gray,76,Senior Citizen,NEW,6,2,41,3,3,2013-08-18,20,6,149
195,Jacqueline Price,76,Senior Citizen,NEW,9,2,105,6,6,2013-12-08,52,11,145
196,Megan Henderson,75,Senior Citizen,NEW,6,2,105,6,6,2013-10-22,52,17,147
197,Alfredo Romero,75,Senior Citizen,NEW,6,2,162,4,4,2013-09-24,81,27,148
198,Andrea Morris,75,Senior Citizen,NEW,2,2,207,6,5,2013-07-20,103,103,150
199,Brooke Sanders,74,Senior Citizen,NEW,0,2,98,4,4,2013-02-13,49,98,155
200,Jacqueline Bennett,69,Senior Citizen,NEW,7,2,132,6,6,2013-10-17,66,18,147
201,Jason Griffin,73,Senior Citizen,NEW,11,27,1461,55,26,2014-01-20,54,132,144
202,Amanda Foster,73,Senior Citizen,NEW,2,2,181,6,6,2013-09-09,90,90,148
203,Alexia Price,68,Senior Citizen,NEW,0,2,74,3,3,2013-09-21,37,74,148
204,Luis Diaz,67,Senior Citizen,NEW,10,17,800,32,19,2013-12-11,47,80,145
205,Destiny Rivera,73,Senior Citizen,NEW,3,2,77,4,4,2013-11-10,38,25,146
206,Abby Fernandez,72,Senior Citizen,NEW,3,2,37,2,2,2013-10-08,18,12,147
207,Blake Flores,72,Senior Citizen,NEW,0,2,77,4,4,2013-05-30,38,77,152
208,Danielle Cox,72,Senior Citizen,NEW,9,2,77,4,4,2013-10-18,38,8,147
209,Maria Reed,73,Senior Citizen,NEW,6,2,134,7,7,2013-09-17,67,22,148
210,Allison Evans,73,Senior Citizen,NEW,10,2,37,2,2,2014-01-22,18,3,144
211,Edward Wood,73,Senior Citizen,NEW,4,2,70,5,5,2013-09-06,35,17,148
212,Samantha Russell,66,Senior Citizen,NEW,11,17,792,33,22,2014-01-07,46,72,144
213,Chloe Campbell,71,Senior Citizen,REGULAR,12,17,824,33,20,2014-01-17,48,68,144
214,Stephanie Murphy,72,Senior Citizen,NEW,6,2,77,4,4,2013-09-09,38,12,148
215,Charles Miller,71,Senior Citizen,NEW,3,2,162,4,4,2013-11-19,81,54,146
216,Ana Perry,65,Senior Citizen,NEW,10,17,1154,32,21,2013-12-15,67,115,145
217,Jasmine Torres,71,Senior Citizen,VIP,18,2,5948,5,5,2013-02-05,2974,330,155
218,Natalie Adams,71,Senior Citizen,VIP,18,2,5953,3,3,2013-02-14,2976,330,155
219,Olivia Brown,65,Senior Citizen,NEW,11,2,39,3,2,2014-01-04,19,3,144
220,Charles Cook,70,Senior Citizen,NEW,3,2,39,3,2,2014-01-24,19,13,144
221,Erica Huang,65,Senior Citizen,NEW,9,2,50,4,4,2013-12-13,25,5,145
222,Nathan Perry,71,Senior Citizen,NEW,6,2,46,4,4,2013-10-17,23,7,147
223,Alexandra Rivera,70,Senior Citizen,NEW,0,2,208,6,6,2013-11-28,104,208,146
224,Hailey Patterson,69,Senior Citizen,REGULAR,12,27,1293,65,26,2014-01-06,47,107,144
225,Tiffany Li,69,Senior Citizen,VIP,28,3,6685,5,5,2013-12-03,2228,238,145
226,Madison Lee,64,Senior Citizen,NEW,3,2,73,5,5,2013-09-06,36,24,148
227,Sydney Ross,64,Senior Citizen,NEW,1,2,37,2,2,2013-03-31,18,37,154
228,Marshall Chavez,64,Senior Citizen,VIP,18,2,5910,5,5,2013-02-10,2955,328,155
229,Ashley Jones,70,Senior Citizen,NEW,3,2,77,4,4,2014-01-17,38,25,144
230,Adrian Stewart,69,Senior Citizen,NEW,6,2,81,5,5,2014-01-25,40,13,144
231,Amber Turner,70,Senior Citizen,NEW,5,2,54,5,5,2013-12-09,27,10,145
232,Dennis Zhang,63,Senior Citizen,NEW,9,2,64,4,4,2013-11-12,32,7,146
233,Hailey Bryant,68,Senior Citizen,NEW,2,2,39,3,2,2013-11-13,19,19,146
234,Todd Li,63,Senior Citizen,NEW,4,2,179,7,7,2013-06-08,89,44,151
235,Anna Griffin,68,Senior Citizen,NEW,7,2,76,4,4,2013-09-19,38,10,148
236,Angel Stewart,69,Senior Citizen,NEW,6,2,138,6,5,2014-01-05,69,23,144
237,Jeremy Butler,69,Senior Citizen,NEW,3,2,114,5,5,2014-01-06,57,38,144
238,Clarence Anand,62,Senior Citizen,VIP,26,4,10566,6,6,2013-11-25,2641,406,146
239,Mayra Prasad,62,Senior Citizen,VIP,27,4,7543,9,9,2013-04-30,1885,279,153
240,Latoya Goel,57,Senior Citizen,VIP,28,4,7511,11,11,2013-05-28,1877,268,152
241,Anne Hernandez,62,Senior Citizen,VIP,27,4,7586,13,10,2013-05-13,1896,280,152
242,Lisa Cai,52,Senior Citizen,VIP,13,7,11468,25,20,2013-10-29,1638,882,147
243,Larry Munoz,63,Senior Citizen,VIP,15,7,11067,12,12,2013-12-04,1581,737,145
244,Robin Alvarez,63,Senior Citizen,VIP,28,4,7164,12,10,2013-06-09,1791,255,151
245,Alexis Coleman,58,Senior Citizen,VIP,29,4,7175,12,11,2013-07-19,1793,247,150
246,Ricky Vazquez,64,Senior Citizen,VIP,27,4,10580,9,9,2013-12-11,2645,391,145
247,Latasha Rubio,64,Senior Citizen,VIP,26,4,10575,7,7,2013-12-20,2643,406,145
248,Claudia Zhou,65,Senior Citizen,VIP,30,4,7131,12,11,2013-08-17,1782,237,149
249,Tristan Alexander,60,Senior Citizen,NEW,0,1,38,3,3,2013-07-14,38,38,150
250,Cindy Patel,60,Senior Citizen,VIP,23,4,9890,11,11,2013-09-15,2472,430,148
251,Shannon Liu,60,Senior Citizen,VIP,29,4,7115,11,10,2013-08-06,1778,245,149
252,Xavier Long,88,Senior Citizen,NEW,0,1,2319,4,4,2013-10-18,2319,2319,147
253,Nicholas Thompson,89,Senior Citizen,VIP,28,3,6685,7,7,2013-12-18,2228,238,145
254,Jos+¬ Hernandez,77,Senior Citizen,NEW,9,16,695,30,16,2013-12-03,43,77,145
255,Johnathan Vance,88,Senior Citizen,NEW,1,2,204,9,9,2013-12-14,102,204,145
256,Colin Lin,88,Senior Citizen,NEW,1,2,114,5,5,2013-03-31,57,114,154
257,Katelyn Hernandez,87,Senior Citizen,NEW,6,2,81,5,5,2013-10-16,40,13,147
258,Jacqueline Powell,NULL,Senior Citizen,VIP,28,3,6676,6,6,2013-12-14,2225,238,145
259,Xavier Hill,88,Senior Citizen,NEW,2,2,49,4,4,2013-07-15,24,24,150
260,Victoria Stewart,56,Senior Citizen,VIP,27,3,6770,5,5,2013-12-20,2256,250,145
261,Katelyn Kelly,50,Mature,NEW,4,2,81,5,5,2013-06-23,40,20,151
262,Stephanie Collins,56,Senior Citizen,VIP,27,3,6650,4,4,2013-12-23,2216,246,145
263,Jennifer Simmons,51,Senior Citizen,NEW,11,27,1124,63,26,2014-01-22,41,102,144
264,Trinity Richardson,56,Senior Citizen,VIP,28,3,6753,9,9,2013-12-10,2251,241,145
265,Eduardo Martin,57,Senior Citizen,NEW,10,2,3182,8,8,2013-11-30,1591,318,146
266,Elizabeth Jones,56,Senior Citizen,NEW,0,1,2352,3,3,2013-01-03,2352,2352,156
267,Taylor Howard,57,Senior Citizen,VIP,16,2,5922,5,5,2013-01-20,2961,370,156
268,David Diaz,51,Senior Citizen,VIP,16,2,5943,5,5,2013-01-07,2971,371,156
269,Katelyn Carter,57,Senior Citizen,NEW,6,2,98,5,5,2013-11-16,49,16,146
270,Ryan Foster,51,Senior Citizen,NEW,1,2,42,3,3,2013-09-10,21,42,148
271,Robert Lee,51,Senior Citizen,VIP,16,2,5984,5,5,2013-01-07,2992,374,156
272,Danielle Reed,57,Senior Citizen,VIP,16,2,5973,5,5,2013-01-22,2986,373,156
273,Lauren Martinez,64,Senior Citizen,VIP,16,2,5975,4,4,2013-01-13,2987,373,156
274,Nathan Lal,64,Senior Citizen,NEW,0,2,273,8,8,2013-05-23,136,273,152
275,Kyle Foster,87,Senior Citizen,VIP,18,2,5888,4,4,2013-02-24,2944,327,155
276,Jenny Rai,87,Senior Citizen,VIP,17,2,5955,4,4,2013-01-12,2977,350,156
277,Nancy Chapman,52,Senior Citizen,REGULAR,12,27,987,57,22,2014-01-22,36,82,144
278,Charles Jackson,58,Senior Citizen,NEW,11,27,1434,65,26,2014-01-16,53,130,144
279,Jonathan Phillips,57,Senior Citizen,VIP,16,2,5908,3,3,2013-01-03,2954,369,156
280,Amanda Cook,52,Senior Citizen,NEW,3,2,44,4,3,2013-06-22,22,14,151
281,Robert Collins,57,Senior Citizen,NEW,1,2,77,4,4,2013-08-08,38,77,149
282,Megan Barnes,52,Senior Citizen,VIP,16,2,5921,5,5,2013-01-11,2960,370,156
283,Christian Thomas,59,Senior Citizen,VIP,17,2,5999,6,6,2013-01-02,2999,352,156
284,Arturo Lal,58,Senior Citizen,NEW,3,2,44,4,3,2013-08-28,22,14,149
285,Theresa Serrano,59,Senior Citizen,NEW,3,2,55,5,3,2013-05-02,27,18,152
286,Jeremy Anderson,53,Senior Citizen,NEW,3,2,128,5,5,2013-10-26,64,42,147
287,Hunter Griffin,59,Senior Citizen,VIP,16,2,5954,5,5,2013-01-20,2977,372,156
288,Henry Garcia,60,Senior Citizen,REGULAR,12,27,1165,62,23,2014-01-28,43,97,144
289,Cindy Sanchez,48,Mature,NEW,5,2,77,4,4,2013-08-21,38,15,149
290,Maria Carter,54,Senior Citizen,VIP,16,2,5905,5,5,2013-01-16,2952,369,156
291,Katelyn Sanchez,54,Senior Citizen,VIP,16,2,5933,3,3,2013-01-27,2966,370,156
292,Jenna Wright,54,Senior Citizen,VIP,16,2,5873,2,2,2013-01-19,2936,367,156
293,Seth Phillips,59,Senior Citizen,VIP,15,2,5910,5,5,2012-12-31,2955,394,157
294,Luke Long,66,Senior Citizen,NEW,1,2,85,5,5,2013-03-15,42,85,154
